Source,Target,BaseGearScore,Cooldown,RecipeLevel,SalvageRecipe,Quantity,Tradeskill,Rarity,Station,Icon,Type,Category
ironwoodsapt1,Any Craft Mods,0,Item Category,0,Item Category,1,Item Category,1,Item Category,icons/items/drawing/moonstonecut,category,Item Category
ironwoodresint3,Any Craft Mods,0,Item Category,0,Item Category,1,Item Category,1,Item Category,icons/items/drawing/moonstonecut,category,Item Category
ironwoodresint2,Any Craft Mods,0,Item Category,0,Item Category,1,Item Category,1,Item Category,icons/items/drawing/moonstonecut,category,Item Category
ironwoodresint1,Any Craft Mods,0,Item Category,0,Item Category,1,Item Category,1,Item Category,icons/items/drawing/moonstonecut,category,Item Category
hornt3,Any Craft Mods,0,Item Category,0,Item Category,1,Item Category,1,Item Category,icons/items/drawing/moonstonecut,category,Item Category
hornt2,Any Craft Mods,0,Item Category,0,Item Category,1,Item Category,1,Item Category,icons/items/drawing/moonstonecut,category,Item Category
hornt1,Any Craft Mods,0,Item Category,0,Item Category,1,Item Category,1,Item Category,icons/items/drawing/moonstonecut,category,Item Category
holywatert3,Any Craft Mods,0,Item Category,0,Item Category,1,Item Category,1,Item Category,icons/items/drawing/moonstonecut,category,Item Category
holywatert2,Any Craft Mods,0,Item Category,0,Item Category,1,Item Category,1,Item Category,icons/items/drawing/moonstonecut,category,Item Category
holywatert1,Any Craft Mods,0,Item Category,0,Item Category,1,Item Category,1,Item Category,icons/items/drawing/moonstonecut,category,Item Category
frozenfangt3,Any Craft Mods,0,Item Category,0,Item Category,1,Item Category,1,Item Category,icons/items/drawing/moonstonecut,category,Item Category
frozenfangt2,Any Craft Mods,0,Item Category,0,Item Category,1,Item Category,1,Item Category,icons/items/drawing/moonstonecut,category,Item Category
frozenfangt1,Any Craft Mods,0,Item Category,0,Item Category,1,Item Category,1,Item Category,icons/items/drawing/moonstonecut,category,Item Category
fangt3,Any Craft Mods,0,Item Category,0,Item Category,1,Item Category,1,Item Category,icons/items/drawing/moonstonecut,category,Item Category
fangt2,Any Craft Mods,0,Item Category,0,Item Category,1,Item Category,1,Item Category,icons/items/drawing/moonstonecut,category,Item Category
fangt1,Any Craft Mods,0,Item Category,0,Item Category,1,Item Category,1,Item Category,icons/items/drawing/moonstonecut,category,Item Category
engineercharmt3,Any Craft Mods,0,Item Category,0,Item Category,1,Item Category,1,Item Category,icons/items/drawing/moonstonecut,category,Item Category
engineercharmt2,Any Craft Mods,0,Item Category,0,Item Category,1,Item Category,1,Item Category,icons/items/drawing/moonstonecut,category,Item Category
engineercharmt1,Any Craft Mods,0,Item Category,0,Item Category,1,Item Category,1,Item Category,icons/items/drawing/moonstonecut,category,Item Category
enchantedeartht3,Any Craft Mods,0,Item Category,0,Item Category,1,Item Category,1,Item Category,icons/items/drawing/moonstonecut,category,Item Category
enchantedeartht2,Any Craft Mods,0,Item Category,0,Item Category,1,Item Category,1,Item Category,icons/items/drawing/moonstonecut,category,Item Category
enchantedeartht1,Any Craft Mods,0,Item Category,0,Item Category,1,Item Category,1,Item Category,icons/items/drawing/moonstonecut,category,Item Category
elkhooft3,Any Craft Mods,0,Item Category,0,Item Category,1,Item Category,1,Item Category,icons/items/drawing/moonstonecut,category,Item Category
elkhooft2,Any Craft Mods,0,Item Category,0,Item Category,1,Item Category,1,Item Category,icons/items/drawing/moonstonecut,category,Item Category
elkhooft1,Any Craft Mods,0,Item Category,0,Item Category,1,Item Category,1,Item Category,icons/items/drawing/moonstonecut,category,Item Category
ectoplasmt3,Any Craft Mods,0,Item Category,0,Item Category,1,Item Category,1,Item Category,icons/items/drawing/moonstonecut,category,Item Category
ectoplasmt2,Any Craft Mods,0,Item Category,0,Item Category,1,Item Category,1,Item Category,icons/items/drawing/moonstonecut,category,Item Category
ectoplasmt1,Any Craft Mods,0,Item Category,0,Item Category,1,Item Category,1,Item Category,icons/items/drawing/moonstonecut,category,Item Category
crystalizedectoplasmt3,Any Craft Mods,0,Item Category,0,Item Category,1,Item Category,1,Item Category,icons/items/drawing/moonstonecut,category,Item Category
crystalizedectoplasmt2,Any Craft Mods,0,Item Category,0,Item Category,1,Item Category,1,Item Category,icons/items/drawing/moonstonecut,category,Item Category
crystalizedectoplasmt1,Any Craft Mods,0,Item Category,0,Item Category,1,Item Category,1,Item Category,icons/items/drawing/moonstonecut,category,Item Category
crystalizedazotht3,Any Craft Mods,0,Item Category,0,Item Category,1,Item Category,1,Item Category,icons/items/drawing/moonstonecut,category,Item Category
crystalizedazotht2,Any Craft Mods,0,Item Category,0,Item Category,1,Item Category,1,Item Category,icons/items/drawing/moonstonecut,category,Item Category
crystalizedazotht1,Any Craft Mods,0,Item Category,0,Item Category,1,Item Category,1,Item Category,icons/items/drawing/moonstonecut,category,Item Category
crystalt3,Any Craft Mods,0,Item Category,0,Item Category,1,Item Category,1,Item Category,icons/items/drawing/moonstonecut,category,Item Category
crystalt2,Any Craft Mods,0,Item Category,0,Item Category,1,Item Category,1,Item Category,icons/items/drawing/moonstonecut,category,Item Category
crystalt1,Any Craft Mods,0,Item Category,0,Item Category,1,Item Category,1,Item Category,icons/items/drawing/moonstonecut,category,Item Category
corruptedsigilt3,Any Craft Mods,0,Item Category,0,Item Category,1,Item Category,1,Item Category,icons/items/drawing/moonstonecut,category,Item Category
corruptedsigilt2,Any Craft Mods,0,Item Category,0,Item Category,1,Item Category,1,Item Category,icons/items/drawing/moonstonecut,category,Item Category
corruptedsigilt1,Any Craft Mods,0,Item Category,0,Item Category,1,Item Category,1,Item Category,icons/items/drawing/moonstonecut,category,Item Category
corruptedmattert3,Any Craft Mods,0,Item Category,0,Item Category,1,Item Category,1,Item Category,icons/items/drawing/moonstonecut,category,Item Category
corruptedmattert2,Any Craft Mods,0,Item Category,0,Item Category,1,Item Category,1,Item Category,icons/items/drawing/moonstonecut,category,Item Category
corruptedmattert1,Any Craft Mods,0,Item Category,0,Item Category,1,Item Category,1,Item Category,icons/items/drawing/moonstonecut,category,Item Category
corruptedinsigniat3,Any Craft Mods,0,Item Category,0,Item Category,1,Item Category,1,Item Category,icons/items/drawing/moonstonecut,category,Item Category
corruptedinsigniat2,Any Craft Mods,0,Item Category,0,Item Category,1,Item Category,1,Item Category,icons/items/drawing/moonstonecut,category,Item Category
corruptedinsigniat1,Any Craft Mods,0,Item Category,0,Item Category,1,Item Category,1,Item Category,icons/items/drawing/moonstonecut,category,Item Category
corruptedichort3,Any Craft Mods,0,Item Category,0,Item Category,1,Item Category,1,Item Category,icons/items/drawing/moonstonecut,category,Item Category
corruptedichort2,Any Craft Mods,0,Item Category,0,Item Category,1,Item Category,1,Item Category,icons/items/drawing/moonstonecut,category,Item Category
corruptedichort1,Any Craft Mods,0,Item Category,0,Item Category,1,Item Category,1,Item Category,icons/items/drawing/moonstonecut,category,Item Category
corruptedessencet3,Any Craft Mods,0,Item Category,0,Item Category,1,Item Category,1,Item Category,icons/items/drawing/moonstonecut,category,Item Category
corruptedessencet2,Any Craft Mods,0,Item Category,0,Item Category,1,Item Category,1,Item Category,icons/items/drawing/moonstonecut,category,Item Category
corruptedessencet1,Any Craft Mods,0,Item Category,0,Item Category,1,Item Category,1,Item Category,icons/items/drawing/moonstonecut,category,Item Category
corruptedclotht3,Any Craft Mods,0,Item Category,0,Item Category,1,Item Category,1,Item Category,icons/items/drawing/moonstonecut,category,Item Category
corruptedclotht2,Any Craft Mods,0,Item Category,0,Item Category,1,Item Category,1,Item Category,icons/items/drawing/moonstonecut,category,Item Category
corruptedclotht1,Any Craft Mods,0,Item Category,0,Item Category,1,Item Category,1,Item Category,icons/items/drawing/moonstonecut,category,Item Category
consecratediront3,Any Craft Mods,0,Item Category,0,Item Category,1,Item Category,1,Item Category,icons/items/drawing/moonstonecut,category,Item Category
consecratediront2,Any Craft Mods,0,Item Category,0,Item Category,1,Item Category,1,Item Category,icons/items/drawing/moonstonecut,category,Item Category
consecratediront1,Any Craft Mods,0,Item Category,0,Item Category,1,Item Category,1,Item Category,icons/items/drawing/moonstonecut,category,Item Category
cobaltt3,Any Craft Mods,0,Item Category,0,Item Category,1,Item Category,1,Item Category,icons/items/drawing/moonstonecut,category,Item Category
cobaltt2,Any Craft Mods,0,Item Category,0,Item Category,1,Item Category,1,Item Category,icons/items/drawing/moonstonecut,category,Item Category
cobaltt1,Any Craft Mods,0,Item Category,0,Item Category,1,Item Category,1,Item Category,icons/items/drawing/moonstonecut,category,Item Category
clawt3,Any Craft Mods,0,Item Category,0,Item Category,1,Item Category,1,Item Category,icons/items/drawing/moonstonecut,category,Item Category
clawt2,Any Craft Mods,0,Item Category,0,Item Category,1,Item Category,1,Item Category,icons/items/drawing/moonstonecut,category,Item Category
clawt1,Any Craft Mods,0,Item Category,0,Item Category,1,Item Category,1,Item Category,icons/items/drawing/moonstonecut,category,Item Category
chefcharmt3,Any Craft Mods,0,Item Category,0,Item Category,1,Item Category,1,Item Category,icons/items/drawing/moonstonecut,category,Item Category
chefcharmt2,Any Craft Mods,0,Item Category,0,Item Category,1,Item Category,1,Item Category,icons/items/drawing/moonstonecut,category,Item Category
chefcharmt1,Any Craft Mods,0,Item Category,0,Item Category,1,Item Category,1,Item Category,icons/items/drawing/moonstonecut,category,Item Category
botanistcharmt3,Any Craft Mods,0,Item Category,0,Item Category,1,Item Category,1,Item Category,icons/items/drawing/moonstonecut,category,Item Category
botanistcharmt2,Any Craft Mods,0,Item Category,0,Item Category,1,Item Category,1,Item Category,icons/items/drawing/moonstonecut,category,Item Category
botanistcharmt1,Any Craft Mods,0,Item Category,0,Item Category,1,Item Category,1,Item Category,icons/items/drawing/moonstonecut,category,Item Category
boartuskt3,Any Craft Mods,0,Item Category,0,Item Category,1,Item Category,1,Item Category,icons/items/drawing/moonstonecut,category,Item Category
boartuskt2,Any Craft Mods,0,Item Category,0,Item Category,1,Item Category,1,Item Category,icons/items/drawing/moonstonecut,category,Item Category
boartuskt1,Any Craft Mods,0,Item Category,0,Item Category,1,Item Category,1,Item Category,icons/items/drawing/moonstonecut,category,Item Category
boarhooft3,Any Craft Mods,0,Item Category,0,Item Category,1,Item Category,1,Item Category,icons/items/drawing/moonstonecut,category,Item Category
boarhooft2,Any Craft Mods,0,Item Category,0,Item Category,1,Item Category,1,Item Category,icons/items/drawing/moonstonecut,category,Item Category
boarhooft1,Any Craft Mods,0,Item Category,0,Item Category,1,Item Category,1,Item Category,icons/items/drawing/moonstonecut,category,Item Category
bearpawt3,Any Craft Mods,0,Item Category,0,Item Category,1,Item Category,1,Item Category,icons/items/drawing/moonstonecut,category,Item Category
bearpawt2,Any Craft Mods,0,Item Category,0,Item Category,1,Item Category,1,Item Category,icons/items/drawing/moonstonecut,category,Item Category
bearpawt1,Any Craft Mods,0,Item Category,0,Item Category,1,Item Category,1,Item Category,icons/items/drawing/moonstonecut,category,Item Category
batrachitet3,Any Craft Mods,0,Item Category,0,Item Category,1,Item Category,1,Item Category,icons/items/drawing/moonstonecut,category,Item Category
batrachitet2,Any Craft Mods,0,Item Category,0,Item Category,1,Item Category,1,Item Category,icons/items/drawing/moonstonecut,category,Item Category
batrachitet1,Any Craft Mods,0,Item Category,0,Item Category,1,Item Category,1,Item Category,icons/items/drawing/moonstonecut,category,Item Category
baetylust3,Any Craft Mods,0,Item Category,0,Item Category,1,Item Category,1,Item Category,icons/items/drawing/moonstonecut,category,Item Category
baetylust2,Any Craft Mods,0,Item Category,0,Item Category,1,Item Category,1,Item Category,icons/items/drawing/moonstonecut,category,Item Category
baetylust1,Any Craft Mods,0,Item Category,0,Item Category,1,Item Category,1,Item Category,icons/items/drawing/moonstonecut,category,Item Category
azothoilt3,Any Craft Mods,0,Item Category,0,Item Category,1,Item Category,1,Item Category,icons/items/drawing/moonstonecut,category,Item Category
azothoilt2,Any Craft Mods,0,Item Category,0,Item Category,1,Item Category,1,Item Category,icons/items/drawing/moonstonecut,category,Item Category
azothoilt1,Any Craft Mods,0,Item Category,0,Item Category,1,Item Category,1,Item Category,icons/items/drawing/moonstonecut,category,Item Category
azaleanectart3,Any Craft Mods,0,Item Category,0,Item Category,1,Item Category,1,Item Category,icons/items/drawing/moonstonecut,category,Item Category
azaleanectart2,Any Craft Mods,0,Item Category,0,Item Category,1,Item Category,1,Item Category,icons/items/drawing/moonstonecut,category,Item Category
azaleanectart1,Any Craft Mods,0,Item Category,0,Item Category,1,Item Category,1,Item Category,icons/items/drawing/moonstonecut,category,Item Category
armorscrapst3,Any Craft Mods,0,Item Category,0,Item Category,1,Item Category,1,Item Category,icons/items/drawing/moonstonecut,category,Item Category
armorscrapst2,Any Craft Mods,0,Item Category,0,Item Category,1,Item Category,1,Item Category,icons/items/drawing/moonstonecut,category,Item Category
armorscrapst1,Any Craft Mods,0,Item Category,0,Item Category,1,Item Category,1,Item Category,icons/items/drawing/moonstonecut,category,Item Category
armorercharmt3,Any Craft Mods,0,Item Category,0,Item Category,1,Item Category,1,Item Category,icons/items/drawing/moonstonecut,category,Item Category
armorercharmt2,Any Craft Mods,0,Item Category,0,Item Category,1,Item Category,1,Item Category,icons/items/drawing/moonstonecut,category,Item Category
armorercharmt1,Any Craft Mods,0,Item Category,0,Item Category,1,Item Category,1,Item Category,icons/items/drawing/moonstonecut,category,Item Category
arcanistcharmt3,Any Craft Mods,0,Item Category,0,Item Category,1,Item Category,1,Item Category,icons/items/drawing/moonstonecut,category,Item Category
arcanistcharmt2,Any Craft Mods,0,Item Category,0,Item Category,1,Item Category,1,Item Category,icons/items/drawing/moonstonecut,category,Item Category
arcanistcharmt1,Any Craft Mods,0,Item Category,0,Item Category,1,Item Category,1,Item Category,icons/items/drawing/moonstonecut,category,Item Category
animust3,Any Craft Mods,0,Item Category,0,Item Category,1,Item Category,1,Item Category,icons/items/drawing/moonstonecut,category,Item Category
animust2,Any Craft Mods,0,Item Category,0,Item Category,1,Item Category,1,Item Category,icons/items/drawing/moonstonecut,category,Item Category
animust1,Any Craft Mods,0,Item Category,0,Item Category,1,Item Category,1,Item Category,icons/items/drawing/moonstonecut,category,Item Category
ancientessencet3,Any Craft Mods,0,Item Category,0,Item Category,1,Item Category,1,Item Category,icons/items/drawing/moonstonecut,category,Item Category
ancientessencet2,Any Craft Mods,0,Item Category,0,Item Category,1,Item Category,1,Item Category,icons/items/drawing/moonstonecut,category,Item Category
ancientessencet1,Any Craft Mods,0,Item Category,0,Item Category,1,Item Category,1,Item Category,icons/items/drawing/moonstonecut,category,Item Category
adderstonet3,Any Craft Mods,0,Item Category,0,Item Category,1,Item Category,1,Item Category,icons/items/drawing/moonstonecut,category,Item Category
