ID,Label,Rarity,Value
lighthands_marauderrank5,Reinforced Marauder Commander Handcovers of the Priest,5,243
lighthands_marauderrank4,Reinforced Marauder Destroyer Handcovers of the Priest,4,81
lighthands_marauderrank3,Reinforced Marauder Ravager Handcovers of the Priest,3,27
lighthands_marauderrank2,Reinforced Marauder Gladiator Handcovers of the Priest,2,9
lighthands_marauderrank1,Reinforced Marauder Soldier Handcovers of the Priest,1,3
lighthands_covenantrank5,Reinforced Covenant Adjudicator Handcovers of the Priest,5,243
lighthands_covenantrank4,Reinforced Covenant Lumen Handcovers of the Priest,4,81
lighthands_covenantrank3,Reinforced Covenant Excubitor Handcovers of the Priest,3,27
lighthands_covenantrank2,Reinforced Covenant Templar Handcovers of the Priest,2,9
lighthands_covenantrank1,Reinforced Covenant Initiate Handcovers of the Priest,1,3
lightfeet_syndicaterank5,Reinforced Syndicate Alchemist Footwear of the Priest,5,243
lightfeet_syndicaterank4,Reinforced Syndicate Cabalist Footwear of the Priest,4,81
lightfeet_syndicaterank3,Reinforced Syndicate Chronicler Footwear of the Priest,3,27
lightfeet_syndicaterank2,Reinforced Syndicate Scrivener Footwear of the Priest,2,9
lightfeet_syndicaterank1,Reinforced Syndicate Adept Footwear of the Priest,1,3
transferenceward,Tranference Ward,0,1
lightfeet_protectivewyrdshoest4,Protective Wyrd Shoes,2,4
workorder_1303_1311_shoes_protectivewyrd,Protective Wyrd Work Order,0,1
1303_1311_hallowedfabric,Hallowed Fabric,0,1
1303_1311_essenceundeath,Essence of Undeath,0,1
1303_1311_purifiedsap,Purified Pitch,0,1
lightfeet_marauderrank5,Reinforced Marauder Commander Footwear of the Priest,5,243
lightfeet_marauderrank4,Reinforced Marauder Destroyer Footwear of the Priest,4,81
lightfeet_marauderrank3,Reinforced Marauder Ravager Footwear of the Priest,3,27
lightfeet_marauderrank2,Reinforced Marauder Gladiator Footwear of the Priest,2,9
lightfeet_marauderrank1,Reinforced Marauder Soldier Footwear of the Priest,1,3
lightfeet_covenantrank5,Reinforced Covenant Adjudicator Footwear of the Priest,5,243
lightfeet_covenantrank4,Reinforced Covenant Lumen Footwear of the Priest,4,81
lightfeet_covenantrank3,Reinforced Covenant Excubitor Footwear of the Priest,3,27
lightfeet_covenantrank2,Reinforced Covenant Templar Footwear of the Priest,2,9
lightfeet_covenantrank1,Reinforced Covenant Initiate Footwear of the Priest,1,3
lightchest_syndicaterank5,Reinforced Syndicate Alchemist Jacket of the Priest,5,243
lightchest_syndicaterank4,Reinforced Syndicate Cabalist Jacket of the Priest,4,81
lightchest_syndicaterank3,Reinforced Syndicate Chronicler Jacket of the Priest,3,27
lightchest_syndicaterank2,Reinforced Syndicate Scrivener Jacket of the Priest,2,9
lightchest_syndicaterank1,Reinforced Syndicate Adept Jacket of the Priest,1,3
transferenceseal,Transference Seal,0,1
lightchest_protectivewyrdshirtt4,Protective Wyrd Shirt,2,4
workorder_1303_1311_shirt_protectivewyrd,Protective Wyrd Work Order,0,1
1303_1311_burnishedbuckles,Neptunian Buckles,0,1
1303_1311_consecratedthread,Consecrated Thread,0,1
1303_1311_ancientarmorscraps,Ancient Armor Scraps,0,1
lightchest_marauderrank5,Reinforced Marauder Commander Jacket of the Priest,5,243
lightchest_marauderrank4,Reinforced Marauder Destroyer Jacket of the Priest,4,81
lightchest_marauderrank3,Reinforced Marauder Ravager Jacket of the Priest,3,27
lightchest_marauderrank2,Reinforced Marauder Gladiator Jacket of the Priest,2,9
lightchest_marauderrank1,Reinforced Marauder Soldier Jacket of the Priest,1,3
lightchest_covenantrank5,Reinforced Covenant Adjudicator Jacket of the Priest,5,243
lightchest_covenantrank4,Reinforced Covenant Lumen Jacket of the Priest,4,81
lightchest_covenantrank3,Reinforced Covenant Excubitor Jacket of the Priest,3,27
lightchest_covenantrank2,Reinforced Covenant Templar Jacket of the Priest,2,9
lightchest_covenantrank1,Reinforced Covenant Initiate Jacket of the Priest,1,3
workorder_0203_0103_hope_manifest_lvl40_weapon,Hope Manifest Work Order,0,1
0203_0103_menderscloth,Mender's Cloth,0,1
0203_0103_soothsayersalve,Soothsayer's Salve,0,1
0203_0103_mercysbreath,Mercy's Breath,0,1
0203_0103_hopecatalyst,Hope Catalyst,0,1
leathert5,Infused Leather,0,381
smolderhidet1,Smolderhide,1,3
tannint5,Aged Tannin,2,729
rawhidet5,Iron Hide,5,243
leathert4,Layered Leather,0,137
Tannin,Tannin,0,1
rawhidet4,Thick Hide,4,81
leathert3,Rugged Leather,0,55
leathert2,Coarse Leather,0,54
jaspert3,Brilliant Jasper,2,14
jaspert2,Jasper,1,7
jaspert1,Flawed Jasper,1,3
jaspert4,Pristine Jasper,3,47
intstrbonust3,Ancient Inscribed Totem,1,192
intstrbonust2,Ancient Beaded Totem,1,30
intstrbonust1,Ancient Bone Totem,1,3
intfocbonust3,Vial of Pulsing Energy,1,192
intfocbonust2,Vial of Swirling Energy,1,30
intfocbonust1,Vial of Wispy Energy,1,3
intdexbonust3,Carved Dryad Bark,1,192
intdexbonust2,Etched Dryad Bark,1,30
intdexbonust1,Dryad Bark,1,3
intconbonust3,Layered Leather Corrupted Fetish,1,192
intconbonust2,Rugged Leather Corrupted Fetish,1,30
intconbonust1,Rough Leather Corrupted Fetish,1,3
intbonust3,Silk Arcane Embroidery,1,192
intbonust2,Sateen Arcane Embroidery,1,30
intbonust1,Linen Arcane Embroidery,1,3
tolviumt1,Tolvium,1,3
cinnabart1,Cinnabar,1,3
fluxt5,Obsidian Flux,2,729
oret5,Orichalcum Ore,5,243
Flux,Flux,0,1
oret4,Starmetal Ore,4,81
oreprecioust3,Platinum Ore,3,27
oreprecioust2,Gold Ore,2,9
ingotprecioust1,Silver Ingot,0,64
herbt1,Hyssop,1,3
cinnamont1,Cinnamon,1,3
woodstaint5,Mahogany Stain,3,1461
fibert1,Fibers,1,3
dummyframe,Dummy Frame,0,1
woodstaint4,Oak Stain,2,165
woodstaint3,Maple Stain,1,57
woodstaint2,Ash Stain,0,57
emberstonet1,Ember Stone,1,3
pigmentred,Red Pigment,0,1
pigmentblue,Blue Pigment,0,1
house_housingitem_oldbookgroup_b,Old Books Row Short,0,1
house_housingitem_oldbookgroup_e,Old Books Stack,0,1
house_housingitem_oldbookgroup_f,Old Books Row Long,0,1
fibert5,Wirefiber,5,243
fibert4,Silk Threads,4,81
clothweavet3,Crossweave,0,54
clothweavet5,Wireweave,2,729
clothweavet4,Silkweave,1,162
feathert1,Feathers,1,3
pristinebearpeltt1,Pristine Bear Pelt,1,3
hornt5,Animal Horn,5,243
beeswaxt1,Beeswax,1,3
pigmentyellow,Yellow Pigment,0,1
pigmentgreen,Green Pigment,0,1
ancientskullt1,Ancient Skull,1,3
trackerssealt1,Tracker's Seal,1,3
house_housingitem_buff_skinning_bonus_t2,Basic Skinning Gathering Trophy,2,594
notesonaeternumfaunat1,Notes on Aeternum Fauna,1,3
house_housingitem_buff_skinning_bonus_t1,Minor Skinning Gathering Trophy,1,74
precisionarmoringtoolst1,Precision Armoring Tools,1,3
house_housingitem_buff_outfitting_bonus_t2,Basic Armoring Crafting Trophy,2,594
armorersjournalt1,Armorer's Journal,1,3
house_housingitem_buff_outfitting_bonus_t1,Minor Armoring Crafting Trophy,1,74
adamatinedustt1,Adamantine Dust,1,3
house_housingitem_buff_mining_bonus_t2,Basic Mining Gathering Trophy,2,594
surveyorstoolst1,Surveyor's Tools,1,3
house_housingitem_buff_mining_bonus_t1,Minor Mining Gathering Trophy,1,74
loadeddicet1,Loaded Dice,1,3
house_housingitem_buff_luck_bonus_t2,Basic Loot Luck Trophy,3,683
stackeddeckt1,Stacked Deck,1,3
house_housingitem_buff_luck_bonus_t1,Minor Loot Luck Trophy,2,80
rabbitsfoott1,Rabbit's Foot,1,3
pureresint1,Pure Resin,1,3
house_housingitem_buff_logging_bonus_t2,Basic Logging Gathering Trophy,2,594
lumberjackstokent1,Lumberjack's Token,1,3
house_housingitem_buff_logging_bonus_t1,Minor Logging Gathering Trophy,1,74
mercurialtokent1,Mercurial Token,1,3
house_housingitem_buff_harvesting_bonus_t2,Basic Harvesting Gathering Trophy,2,594
journalflorat1,Journal of Aeternum Flora,1,3
house_housingitem_buff_harvesting_bonus_t1,Minor Harvesting Gathering Trophy,1,74
house_housingitem_fishing_veryrarefish_c1,Taxidermied Daemonaja,1,3
house_housingitem_buff_fishing_bonus_t2,Basic Fishing Gathering Trophy,2,666
house_housingitem_fishing_veryrarefish_a3,Taxidermied Blue-blooded Barb,3,27
house_housingitem_buff_fishing_bonus_t1,Minor Fishing Gathering Trophy,1,74
precisionengineeringtoolst1,Precision Engineering Tools,1,3
house_housingitem_buff_engineering_bonus_t2,Basic Engineering Crafting Trophy,2,594
engineerstechniquemanualst1,Engineer's Technique Manuals,1,3
house_housingitem_buff_engineering_bonus_t1,Minor Engineering Crafting Trophy,1,74
ephemeralsealt1,Ephemeral Seal,1,3
house_housingitem_buff_damage_vs_lost_t2,Basic Lost Combat Trophy,2,594
ectoplasmicessencet1,Ectoplasmic Essence,1,3
house_housingitem_buff_damage_vs_lost_t1,Minor Lost Combat Trophy,1,74
corruptedtotemt1,Corrupted Totem,1,3
house_housingitem_buff_damage_vs_corrupted_t2,Basic Corrupted Combat Trophy,2,594
corruptedcrestt1,Corrupted Crest,1,3
house_housingitem_buff_damage_vs_corrupted_t1,Minor Corrupted Combat Trophy,1,74
pristinebearclawt1,Pristine Bear Claw,1,3
house_housingitem_buff_damage_vs_beasts_t2,Basic Wildlife Combat Trophy,2,594
pristinewolfclawt1,Pristine Wolf Claw,1,3
house_housingitem_buff_damage_vs_beasts_t1,Minor Wildlife Combat Trophy,1,74
glowingsapt1,Glowing Sap,1,3
house_housingitem_buff_damage_vs_angryearth_t2,Basic Angry Earth Combat Trophy,2,594
barkflesht1,Barkflesh,1,3
house_housingitem_buff_damage_vs_angryearth_t1,Minor Angry Earth Combat Trophy,1,74
ancientmandiblet1,Ancient Mandible,1,3
house_housingitem_buff_damage_vs_ancients_t2,Basic Ancients Combat Trophy,2,594
ancientfemurt1,Ancient Femur,1,3
house_housingitem_buff_damage_vs_ancients_t1,Minor Ancients Combat Trophy,1,74
chefssecretcookbookt1,Chef's Secret Cookbook,1,3
house_housingitem_buff_cooking_bonus_t2,Basic Cooking Crafting Trophy,2,594
chefssecrettechniquest1,Chef's Secret Techniques,1,3
house_housingitem_buff_cooking_bonus_t1,Minor Cooking Crafting Trophy,1,74
forgemastersnotest1,Forgemaster's Notes,1,3
house_housingitem_buff_blacksmithing_bonus_t2,Basic Weaponsmithing Crafting Trophy,2,594
quartermastersnotest1,Quartermaster's Notes,1,3
house_housingitem_buff_blacksmithing_bonus_t1,Minor Weaponsmithing Crafting Trophy,1,74
philosophersstonet1,Philosopher's Stone,1,3
house_housingitem_buff_alchemy_bonus_t2,Basic Arcana Crafting Trophy,2,594
ancienttextst1,Ancient Texts,1,3
house_housingitem_buff_alchemy_bonus_t1,Minor Arcana Crafting Trophy,1,74
fluffystuffingt1,Fluffy Stuffing,1,3
reedt1,Reeds,1,3
workorder_hingest5,Work Order: Orichalcum Hinges,5,243
workorder_hingest4,Work Order: Starmetal Hinges,4,81
workorder_hingest3,Work Order: Steel Hinges,3,27
workorder_hingest2,Work Order: Iron Hinges,2,9
furt5,Infused Fur,5,243
heavylegs_syndicaterank5,Reinforced Syndicate Alchemist Legguards of the Barbarian,5,243
heavylegs_syndicaterank4,Reinforced Syndicate Cabalist Legguards of the Barbarian,4,81
heavylegs_syndicaterank3,Reinforced Syndicate Chronicler Legguards of the Barbarian,3,27
heavylegs_syndicaterank2,Reinforced Syndicate Scrivener Legguards of the Barbarian,2,9
heavylegs_syndicaterank1,Reinforced Syndicate Adept Legguards of the Barbarian,1,3
heavylegs_marauderrank5,Reinforced Marauder Commander Legguards of the Barbarian,5,243
heavylegs_marauderrank4,Reinforced Marauder Destroyer Legguards of the Barbarian,4,81
heavylegs_marauderrank3,Reinforced Marauder Ravager Legguards of the Barbarian,3,27
heavylegs_marauderrank2,Reinforced Marauder Gladiator Legguards of the Barbarian,2,9
heavylegs_marauderrank1,Reinforced Marauder Soldier Legguards of the Barbarian,1,3
heavylegs_marauderlegatust5,Reinforced Marauder Legatus Cuisses of the Knight,5,243
heavylegs_covenantrank5,Reinforced Covenant Adjudicator Legguards of the Barbarian,5,243
heavylegs_covenantrank4,Reinforced Covenant Lumen Legguards of the Barbarian,4,81
heavylegs_covenantrank3,Reinforced Covenant Excubitor Legguards of the Barbarian,3,27
heavylegs_covenantrank2,Reinforced Covenant Templar Legguards of the Barbarian,2,9
heavylegs_covenantrank1,Reinforced Covenant Initiate Legguards of the Barbarian,1,3
heavylegs_covenantinquisitort5,Reinforced Covenant Inquisitor Pants of the Warden,5,243
sparkwill,Spark of Willpower,0,1
heavylegs_battlesembracegreavest5,Battle's Embrace Greaves,2,4
workorder_0205_0102_greaves_battlesembrace,Battle's Embrace Work Order,0,1
0205_0102_baneseedoil,Baneseed Oil,0,1
0205_0102_attunedstarmetal,Attuned Starmetal,0,1
0205_0102_reforgedplating,Reforged Plating,0,1
heavyhead_syndicaterank5,Reinforced Syndicate Alchemist Helm of the Barbarian,5,243
heavyhead_syndicaterank4,Reinforced Syndicate Cabalist Helm of the Barbarian,4,81
heavyhead_syndicaterank3,Reinforced Syndicate Chronicler Helm of the Barbarian,3,27
heavyhead_syndicaterank2,Reinforced Syndicate Scrivener Helm of the Barbarian,2,9
heavyhead_syndicaterank1,Reinforced Syndicate Adept Helm of the Barbarian,1,3
heavyhead_marauderrank5,Reinforced Marauder Commander Helm of the Barbarian,5,243
heavyhead_marauderrank4,Reinforced Marauder Destroyer Helm of the Barbarian,4,81
heavyhead_marauderrank3,Reinforced Marauder Ravager Helm of the Barbarian,3,27
heavyhead_marauderrank2,Reinforced Marauder Gladiator Helm of the Barbarian,2,9
heavyhead_marauderrank1,Reinforced Marauder Soldier Helm of the Barbarian,1,3
heavyhead_marauderlegatust5,Reinforced Marauder Legatus Helm of the Knight,5,243
heavyhead_covenantrank5,Reinforced Covenant Adjudicator Helm of the Barbarian,5,243
heavyhead_covenantrank4,Reinforced Covenant Lumen Helm of the Barbarian,4,81
heavyhead_covenantrank3,Reinforced Covenant Excubitor Helm of the Barbarian,3,27
heavyhead_covenantrank2,Reinforced Covenant Templar Helm of the Barbarian,2,9
heavyhead_covenantrank1,Reinforced Covenant Initiate Helm of the Barbarian,1,3
heavyhead_covenantinquisitort5,Reinforced Covenant Inquisitor Hat of the Warden,5,243
workorder_0205_0102_helm_battlesembrace,Battle's Embrace Work Order,0,1
0205_0102_shardsbattle,Shards of Battle,0,1
0205_0102_ruggedvarnish,Prickly Nettle Varnish,0,1
0205_0102_heavypadding,Extra Slag Padding,0,1
heavyhands_syndicaterank5,Reinforced Syndicate Alchemist Gauntlets of the Barbarian,5,243
heavyhands_syndicaterank4,Reinforced Syndicate Cabalist Gauntlets of the Barbarian,4,81
heavyhands_syndicaterank3,Reinforced Syndicate Chronicler Gauntlets of the Barbarian,3,27
heavyhands_syndicaterank2,Reinforced Syndicate Scrivener Gauntlets of the Barbarian,2,9
heavyhands_syndicaterank1,Reinforced Syndicate Adept Gauntlets of the Barbarian,1,3
heavyhands_marauderrank5,Reinforced Marauder Commander Gauntlets of the Barbarian,5,243
heavyhands_marauderrank4,Reinforced Marauder Destroyer Gauntlets of the Barbarian,4,81
heavyhands_marauderrank3,Reinforced Marauder Ravager Gauntlets of the Barbarian,3,27
heavyhands_marauderrank2,Reinforced Marauder Gladiator Gauntlets of the Barbarian,2,9
heavyhands_marauderrank1,Reinforced Marauder Soldier Gauntlets of the Barbarian,1,3
heavyhands_marauderlegatust5,Reinforced Marauder Legatus Gauntlets of the Knight,5,243
heavyhands_covenantrank5,Reinforced Covenant Adjudicator Gauntlets of the Barbarian,5,243
heavyhands_covenantrank4,Reinforced Covenant Lumen Gauntlets of the Barbarian,4,81
heavyhands_covenantrank3,Reinforced Covenant Excubitor Gauntlets of the Barbarian,3,27
heavyhands_covenantrank2,Reinforced Covenant Templar Gauntlets of the Barbarian,2,9
heavyhands_covenantrank1,Reinforced Covenant Initiate Gauntlets of the Barbarian,1,3
heavyhands_covenantinquisitort5,Reinforced Covenant Inquisitor Gauntlets of the Warden,5,243
sparkimpulse,Spark of Impulse,0,1
heavyhands_battlesembracegauntletst5,Battle's Embrace Gauntlets,2,4
workorder_0205_0102_gauntlets_battlesembrace,Battle's Embrace Work Order,0,1
0205_0102_essencepower,Essence of Power,0,1
0205_0102_flexiblemesh,Flexible Velan Mesh,0,1
0205_0102_refinedbalefire,Refined Balefire,0,1
heavyfeet_syndicaterank5,Reinforced Syndicate Alchemist Boots of the Barbarian,5,243
heavyfeet_syndicaterank4,Reinforced Syndicate Cabalist Boots of the Barbarian,4,81
heavyfeet_syndicaterank3,Reinforced Syndicate Chronicler Boots of the Barbarian,3,27
heavyfeet_syndicaterank2,Reinforced Syndicate Scrivener Boots of the Barbarian,2,9
heavyfeet_syndicaterank1,Reinforced Syndicate Adept Boots of the Barbarian,1,3
heavyfeet_marauderrank5,Reinforced Marauder Commander Boots of the Barbarian,5,243
heavyfeet_marauderrank4,Reinforced Marauder Destroyer Boots of the Barbarian,4,81
heavyfeet_marauderrank3,Reinforced Marauder Ravager Boots of the Barbarian,3,27
heavyfeet_marauderrank2,Reinforced Marauder Gladiator Boots of the Barbarian,2,9
heavyfeet_marauderrank1,Reinforced Marauder Soldier Boots of the Barbarian,1,3
heavyfeet_marauderlegatust5,Reinforced Marauder Legatus Greaves of the Knight,5,243
heavyfeet_covenantrank5,Reinforced Covenant Adjudicator Boots of the Barbarian,5,243
heavyfeet_covenantrank4,Reinforced Covenant Lumen Boots of the Barbarian,4,81
heavyfeet_covenantrank3,Reinforced Covenant Excubitor Boots of the Barbarian,3,27
heavyfeet_covenantrank2,Reinforced Covenant Templar Boots of the Barbarian,2,9
heavyfeet_covenantrank1,Reinforced Covenant Initiate Boots of the Barbarian,1,3
heavyfeet_covenantinquisitort5,Reinforced Covenant Inquisitor Boots of the Warden,5,243
sparkbattle,Spark of Battle,0,1
heavyfeet_battlesembracebootst4,Battle's Embrace Boots,2,4
workorder_0205_0102_boots_battlesembrace,Battle's Embrace Work Order,0,1
0205_0102_stouthides,Stout Fenton Hides,0,1
0205_0102_treatedhobnails,Treated Hobnails,0,1
0205_0102_metalbanding,Restless Metal Bands,0,1
heavychest_syndicaterank5,Reinforced Syndicate Alchemist Breastplate of the Barbarian,5,243
heavychest_syndicaterank4,Reinforced Syndicate Cabalist Breastplate of the Barbarian,4,81
heavychest_syndicaterank3,Reinforced Syndicate Chronicler Breastplate of the Barbarian,3,27
heavychest_syndicaterank2,Reinforced Syndicate Scrivener Breastplate of the Barbarian,2,9
heavychest_syndicaterank1,Reinforced Syndicate Adept Breastplate of the Barbarian,1,3
heavychest_marauderrank5,Reinforced Marauder Commander Breastplate of the Barbarian,5,243
heavychest_marauderrank4,Reinforced Marauder Destroyer Breastplate of the Barbarian,4,81
heavychest_marauderrank3,Reinforced Marauder Ravager Breastplate of the Barbarian,3,27
heavychest_marauderrank2,Reinforced Marauder Gladiator Breastplate of the Barbarian,2,9
heavychest_marauderrank1,Reinforced Marauder Soldier Breastplate of the Barbarian,1,3
heavychest_marauderlegatust5,Reinforced Marauder Legatus Breastplate of the Knight,5,243
heavychest_covenantrank5,Reinforced Covenant Adjudicator Breastplate of the Barbarian,5,243
heavychest_covenantrank4,Reinforced Covenant Lumen Breastplate of the Barbarian,4,81
heavychest_covenantrank3,Reinforced Covenant Excubitor Breastplate of the Barbarian,3,27
heavychest_covenantrank2,Reinforced Covenant Templar Breastplate of the Barbarian,2,9
heavychest_covenantrank1,Reinforced Covenant Initiate Breastplate of the Barbarian,1,3
heavychest_covenantinquisitort5,Reinforced Covenant Inquisitor Coat of the Warden,5,243
sparkadrenaline,Spark of Adrenaline,0,1
heavychest_battlesembracebreastplatet4,Battle's Embrace Breastplate,2,4
workorder_0205_0102_breastplate_battlesembrace,Battle's Embrace Work Order,0,1
0205_0102_evershinepolish,Evershine Polish,0,1
0205_0102_stalwartrivets,Once-Golden Rivets,0,1
0205_0102_hammeredmetal,Undefiled Metal,0,1
flintt1,Flint,1,3
saltpetert1,Saltpeter,1,3
workorder_0204_0104_executioner,Executioner Work Order,0,1
0204_0104_bucaneersplank,Bucaneer's Plank,0,1
0204_0104_hangmansbinding,Hangman's Binding,0,1
0204_0104_bladebrute,Blade of the Brutes,0,1
0204_0104_infernalcoagulant,Infernal Coagulant,0,1
Gemstones,Gemstones,0,1
broccolit1,Broccoli,1,3
carrott1,Carrot,1,3
seasoningblendt1,Seasoning Blend,0,1
oreganot1,Oregano,1,3
cookingoilt1,Cooking Oil,0,6
stringbeant1,String Bean,1,3
cauliflowert1,Cauliflower,1,3
squasht1,Squash,1,3
honeyt1,Honey,1,3
nutt1,Nut,1,3
cheeset1,Cheese,0,6
milkt1,Milk,1,3
